.gitignore ||| 파이썬·데이터·비밀키·인수인계서·일회성 스크립트 제외 규칙 ||| 저장소 위생·보안 유지 ||| .env, data/, *.jsonl, handover/, 디버그 스크립트 ignore ||| 대용량·민감 파일 커밋 차단
chatbot/requirements.txt ||| 챗봇 의존성 핀(fastapi·openai·chromadb·torch·transformers) ||| 재현 가능 환경 ||| 검증된 버전 명세 ||| 설치 실패·인덱스 비호환 방지
chatbot/run_chatbot.bat ||| uvicorn으로 챗봇 API 1클릭 기동(localhost:8000) ||| Windows 실행 진입점 ||| 인코딩·디렉토리 설정 후 구동 ||| 비개발자 더블클릭 실행
chatbot/valuation_engine/__init__.py ||| valuation_engine 패키지 설계 문서화 docstring ||| 가치평가 패키지 개요 ||| 모듈 구성·정책 설명 ||| 챗봇 의존 DART 헬퍼 맥락 제공
chatbot/valuation_engine/report_detector.py ||| DART list.json→회계기간별 대표(정정 최신) 정기보고서 분류·신규감지 ||| 정기공시 탐지 ||| list_periodic_reports/detect_new+registry ||| 신규/정정 보고서만 증분 처리 판단
chatbot/valuation_engine/report_ingest.py ||| document.xml ZIP→파싱→청크→임베딩→ChromaDB upsert 단건 수집 ||| 보고서 본문 수집·임베딩 ||| download_document/parse_chunks/ingest_report ||| 신규 공시 1건 즉시 검색가능화
data_pipeline/README.md ||| DART→임베딩직전 JSONL 파이프라인 셋업·실행·스키마 문서 ||| 수집 파이프라인 매뉴얼 ||| companies/config 수정 가이드 중심 ||| 2개 파일만 수정해 회사·연도 변경
data_pipeline/chunker.py ||| 정제 XML→표 인식 마크다운 청킹(dc_chunker 원본) ||| 청크 생성 ||| 표/캡션/단위/문장 분할·메타부착 ||| 임베딩용 고품질 JSONL 청크 산출
data_pipeline/companies.py ||| 팀원4 담당 693개 KOSPI/KOSDAQ 종목 리스트 ||| 수집 대상 정의 ||| COMPANIES 리스트 데이터 ||| 한 줄 추가로 수집 종목 관리
data_pipeline/config.py ||| 회계연도·보고서종류·경로·청킹·DART엔드포인트 설정 ||| 수집 파이프라인 설정 ||| TARGET_FISCAL_YEAR/REPORT_TYPES 파생함수 ||| 한 파일 수정으로 수집 모드 전환
data_pipeline/dart_downloader.py ||| DART OpenAPI 클라이언트(자체 .env·corp_map·list·document) ||| DART API 호출 계층 ||| corpCode/list/document 다운로드 ||| 외부 의존 최소로 보고서 원본 확보
data_pipeline/gen_companies.py ||| 팀배정 엑셀에서 종목코드·사명 추출해 companies.py 생성 1회성 ||| 회사목록 생성 자동화 ||| pandas 엑셀 파싱→파일 쓰기 ||| 수작업 없이 693종목 리스트 생성
data_pipeline/pipeline.ipynb ||| pipeline.py 흐름을 단계별 분리한 디버깅 노트북(12셀) ||| 단계별 디버깅 ||| 셀 단위 조회/정제/청킹 점검 ||| 파이프라인 각 단계 시각적 검증
data_pipeline/pipeline.py ||| 수집 CLI(corp_code→조회→다운→정제→청킹→JSONL) ||| 수집 파이프라인 실행 ||| 회사·그룹·limit 옵션+재실행 스킵 ||| 명령 한 줄로 전체 JSONL 산출
data_pipeline/requirements.txt ||| 수집 파이프라인 의존성(lxml·requests·tqdm·pandas) ||| 재현 환경 ||| 최소 패키지 명세 ||| 팀원 셋업 표준화
data_pipeline/xml_cleaner.py ||| DART 원본 XML 정제 v3+parse_with_fallback ||| 파싱 가능 XML 변환 ||| 정규식 태그 검증·strict→recover ||| 비정상 공시 XML 안정 파싱
database/batch_demo10.py ||| 시연10종목 overview+ohlcv 빌드→load_to_db 일괄 ||| 데모 10종목 수집·적재 배치 ||| 기본 데이터 파이프라인 러너 ||| 한 번 실행으로 10종목 DB 채움
database/batch_demo3.py ||| 데모3종목 overview/ohlcv/extras→load 풀자동(재실행안전) ||| 핵심3종목 Tab1 전체데이터 적재 ||| 확장 파이프라인 러너 ||| extras까지 포함 풀세트 적재
database/build_sankey.py ||| financial_detail(IS/CIS)→Plotly 손익흐름 Sankey HTML 생성 ||| 손익 시각화 HTML 사전 생성 ||| Sankey 빌더(음수안전처리) ||| /sankey/{code} 서빙 정적 HTML 산출
database/check_demo10.py ||| 시연10종목 corp_code·JSONL·적재 가용성 점검 ||| 적재 전 데이터 준비상태 확인 ||| 사전 점검 진단 스크립트 ||| 누락 종목 빠르게 식별
database/check_history_schema.py ||| 휘주님 history JSON brief 스키마 샘플 확인 ||| 히스토리 데이터 구조 파악 ||| 스키마 탐색 진단 ||| 적재 전 필드구조 검증
database/init_db.py ||| SQLite 9테이블 스키마 생성(IF NOT EXISTS)·reset/verify ||| filmn9.db 초기화 ||| DB 스키마 부트스트랩 ||| 재실행 안전한 테이블·인덱스 구축
database/load_extras.py ||| build_extras 산출 4종 JSON upsert 적재 ||| Tab1 보조데이터 DB 적재 ||| extras 로더 ||| ON CONFLICT 업서트 재실행 안전
database/load_history_to_mongo.py ||| parsed_history/*.json→MongoDB histories upsert ||| 히스토리 브리핑 Mongo 적재 ||| 히스토리 업로더(dry-run/find) ||| 142종목 히스토리 클라우드 적재
database/load_to_db.py ||| company/financials/ohlcv/valuation/shareholders 5종 SQLite upsert ||| 정형 5종 데이터 DB 적재 ||| 기본 로더(핵심) ||| 부분적재·재실행 안전
database/test_mongo.py ||| MongoDB Atlas 연결 ping·삽입·조회·삭제 테스트 ||| Atlas 채널 사전 점검 ||| Mongo 연결 검증 ||| 적재 전 클러스터 작동 확인
database/verify_data.py ||| 단일종목 company/financials/ohlcv 콘솔 표 검증 ||| DB 적재 결과 눈으로 확인 ||| 데이터 검증 스크립트 ||| 종목 데이터 정합성 빠른 확인
database/verify_demo10.py ||| 시연10종목 /api/overview 응답 검증 ||| API 응답 정상성 점검 ||| API 스모크 테스트 ||| 서버 기동 후 10종목 일괄 검증
database/verify_demo10_full.py ||| 시연10종목 SQLite+MongoDB 풀세트 검증·완성카운트 ||| 전체 출처 통합응답 최종확인 ||| 풀세트 검증 스크립트 ||| history 포함 N/10 완성도 측정
deliverables_docs/FILMN9_WBS_v5.xlsx ||| WBS v5 작업분해구조 스프레드시트 (바이너리—미파싱) ||| 프로젝트 일정·작업 관리 ||| 태스크·상태·담당 정리 ||| 진척 관리 산출물
deliverables_docs/FILMN9_기업목록.txt ||| 수집기업 2,596개 시장별 가나다순 목록 ||| 수집 종목 전체 카탈로그 ||| KOSPI/KOSDAQ/미확인 분류 ||| 커버리지 범위 명시
deliverables_docs/FILMN9_데모_발표스크립트_3탭.docx ||| 3탭 데모 발표 스크립트 (바이너리—미파싱) ||| 시연 발표 대본 ||| 탭별 시연 멘트 정리 ||| 데모 진행 가이드
deliverables_docs/FILMN9_밸류에이션_완전해설서.docx ||| 밸류에이션(DCF/WACC) 완전 해설서 (바이너리—미파싱) ||| 밸류에이션 방법론 교육 ||| 계산논리·지표 해설 ||| 비전문가 이해 지원
deliverables_docs/FILMN9_스케줄_5월29일_6월5일.docx ||| 5/29~6/5 일정 문서 (바이너리—미파싱) ||| 막바지 스프린트 일정 관리 ||| 일자별 작업 계획 ||| 데모 전 일정 조율
deliverables_docs/MEMO_재무제표_보충작업_TODO.md ||| 외감529·누락700 보충 4옵션·신뢰도등급·재개 트리거 ||| 재무제표 보충작업 인수 메모 ||| 한계·방법·파일위치·순서 기록 ||| 다음 세션 작업 재개 지침
deliverables_docs/analyst_report_targets.csv ||| 시총순 우선순위 종목·업종·다운로드여부 ||| 애널리스트 리포트 수집 대상 ||| 우선순위·종목·티어·시총 목록 ||| 수집 우선순위 관리
deliverables_docs/column_reference.md ||| ticker/JSONL/브리핑/평가/Chroma/DART 전 필드 정의 ||| 프로젝트 데이터 스키마 레퍼런스 ||| 파일별 컬럼·타입·설명 사전 ||| 개발 일관성·온보딩 지원
deliverables_docs/dart_link_integration.md ||| corp_code→list.json→rcept_no→DART원문 링크 가이드 ||| DART 공시 원문 연결 구현 안내 ||| 백/프론트 코드·API 예시 ||| 공시 원문 연동 구현
deliverables_docs/dart_supply_contract.md ||| 단일판매·공급계약 공시 필터링·표시 가이드 ||| 공급계약 공시 연결 구현 안내 ||| API필터·DB스키마·로드맵 ||| 계약 공시 기능 구현
deliverables_docs/mermaid_erd_prompt.md ||| SQLite 9테이블+Mongo+JSON ERD 작성 프롬프트 ||| ERD 자동 생성용 프롬프트 ||| 전 테이블 컬럼·PK·관계 정의 ||| ERD 다이어그램 산출
deliverables_docs/schedule_sprint4_final.html ||| 5/29→6/5 다크테마 타임라인 스케줄 화면 ||| 스프린트4 일정 시각화 ||| 일자카드·워크로드·결정사항 ||| 막바지 일정 한눈 공유
deliverables_docs/wics_sector_navigation.md ||| WICS 78섹터 탐색 기능 설계(API·UX·코드) ||| 섹터 기반 종목 탐색 기능 설계 ||| 엔드포인트·와이어프레임·라우팅 ||| 종목명 모르는 사용자 탐색 지원
deliverables_docs/시스템아키텍쳐_최종.html ||| FILMN9 전체 시스템 아키텍처 다이어그램(다크) ||| 시스템 구조 시각화 ||| 수집→DB→API→프론트 계층도 ||| 아키텍처 이해·발표 자료
deliverables_main/FILMN9_시스템아키텍처_AWS.excalidraw ||| AWS 배포 아키텍처 Excalidraw 도면 (바이너리—미파싱) ||| 클라우드 배포 구조 설계 ||| AWS 인프라 다이어그램 소스 ||| 운영 환경 설계 공유
deliverables_main/FILMN9_시스템아키텍처_로컬.excalidraw ||| 로컬 개발 아키텍처 Excalidraw 도면 (바이너리—미파싱) ||| 로컬 실행 구조 설계 ||| 로컬 컴포넌트 다이어그램 소스 ||| 개발환경 구조 공유
deliverables_main/README.md ||| 빈 파일(내용 없음) ||| 산출물 폴더 안내(미작성) ||| README 자리표시자 ||| 효과 없음(공백)
deliverables_main/내파트_데이터플로우_아키텍처.html ||| 주가·재무 외부소스→적재→DB→API→화면 스윔레인(라이트) ||| 담당 파트 데이터 플로우 시각화 ||| 컬럼·커버리지 색상 흐름도 ||| 파트별 데이터 계보 파악
deliverables_main/내파트_주가재무_데이터플로우.html ||| 주가·재무 정보별 lineage 레이어 다이어그램(다크) ||| 정보별 출처→화면 추적 시각화 ||| 적재상태 색상·파일경로 표기 ||| 누락 구간 식별·발표
docs/01_FILMN9_프로젝트기획서_v1.md ||| FILMN9 정의·가치제안·시장배경·기회 기획서 ||| 프로젝트 비전·정당성 정립 ||| 문제-해결·시장현황 정리 ||| 프로젝트 방향 확정
docs/02_FILMN9_페르소나_v1.md ||| 입문/중급/전문 3개 사용자 페르소나 ||| 타깃 사용자 정의 ||| 페르소나별 배경·목표 기술 ||| 사용자 중심 설계 근거
docs/03_FILMN9_프로젝트헌장_v1.md ||| PoC 헌장(KPMG·3주·3종목 데모 성공기준) ||| 프로젝트 공식 승인·범위 확정 ||| 목적·일정·성공정의 정리 ||| 이해관계자 합의 기준
docs/04_FILMN9_설계도_워터폴_v1.md ||| 워터폴 6단계 설계(요구~배포, Week별) ||| 폭포수 방법론 설계안 ||| 단계별 활동·담당 정리 ||| 방법론 비교·문서화
docs/05_FILMN9_설계도_에자일_v1.md ||| Scrum 9스프린트(1주주기) 설계 ||| 애자일 방법론 설계안 ||| 역할·백로그·스프린트 흐름 ||| 실제 진행 방식 정의
docs/06_FILMN9_고객요구사항정의서_v1.md ||| 페르소나 기반 고객요구사항 정의서(PoC 3종목) ||| 요구사항 체계화·합의 ||| 범위·이력·요구 정리 ||| 개발-이해관계자 공통이해
docs/AI_기능_4종_설계서_v1.0.html ||| AI 기능 4종 설계서(히어로·TOC·피처카드 문서형) ||| AI 핵심 기능 상세 설계 ||| 기능별 카드·그리드 설계서 ||| AI 기능 구현 청사진
docs/README.md ||| 빈 파일(내용 없음) ||| docs 폴더 안내(미작성) ||| README 자리표시자 ||| 효과 없음(공백)
docs/마지막_킥_아이디어_메모.md ||| 시황 대시보드·업종검색 등 데모後 신규 아이디어 ||| Sprint2+ 기능 방향 메모 ||| 진입장벽 해소 아이디어 정리 ||| 차기 기능 발굴
docs/시연_스크립트_v2_20260524.md ||| 5분 데모 시연 대본(체크리스트·구간별 멘트) ||| PoC 시연 진행 대본 ||| 사전준비·INTRO 스크립트 ||| 데모 무오류 진행
docs/인수인계서_20260522.txt ||| 5/22 작업(Tab1·Tab2·AI설계·임베딩) 인수인계 ||| 작업 결과 인계 ||| 영역별 진행 상세 기록 ||| 다음 작업자 연속성
docs/프로젝트_전체_스케줄_및_WBS_20260522.txt ||| 6/20 최종발표 기준 20태스크 완료현황 WBS ||| 전체 일정·진척 관리 ||| 태스크별 완료/진행/미완 ||| 전체 진행상황 추적
docs/word/01_FILMN9_프로젝트기획서_v1.docx ||| 기획서 Word본 (바이너리—미파싱) ||| 기획서 배포용 문서 ||| md의 docx 변환본 ||| 공식 문서 공유
docs/word/02_FILMN9_페르소나_v1.docx ||| 페르소나 Word본 (바이너리—미파싱) ||| 페르소나 배포용 문서 ||| md의 docx 변환본 ||| 공식 문서 공유
docs/word/03_FILMN9_프로젝트헌장_v1.docx ||| 헌장 Word본 (바이너리—미파싱) ||| 헌장 배포용 문서 ||| md의 docx 변환본 ||| 공식 문서 공유
docs/word/04_FILMN9_설계도_워터폴_v1.docx ||| 워터폴 설계 Word본 (바이너리—미파싱) ||| 설계안 배포용 문서 ||| md의 docx 변환본 ||| 공식 문서 공유
docs/word/05_FILMN9_설계도_에자일_v1.docx ||| 애자일 설계 Word본 (바이너리—미파싱) ||| 설계안 배포용 문서 ||| md의 docx 변환본 ||| 공식 문서 공유
docs/word/06_FILMN9_고객요구사항정의서_v1.docx ||| 요구사항정의서 Word본 (바이너리—미파싱) ||| 요구사항 배포용 문서 ||| md의 docx 변환본 ||| 공식 문서 공유
frontend/.gitignore ||| node_modules/.next/빌드/.env*/vercel 무시 ||| 불필요·민감 파일 제외 ||| Git 제외 설정 ||| 저장소 정결·.env 유출 방지
frontend/AGENTS.md ||| 이 Next.js는 학습데이터와 다르니 node_modules 문서 먼저 읽으라 경고 ||| AI 에이전트 작업 가이드 ||| 에이전트 규칙 문서 ||| 구버전 API 오용 방지
frontend/CLAUDE.md ||| @AGENTS.md 한 줄(가이드 참조) ||| Claude에 동일 가이드 적용 ||| 가이드 리다이렉트 ||| 규칙 단일출처화
frontend/README.md ||| create-next-app 기본 안내 ||| 프로젝트 기본 설명 ||| 보일러플레이트 README ||| 신규 개발자 시작 안내
frontend/app/favicon.ico ||| 브라우저 탭 아이콘 (에셋—미파싱) ||| 사이트 파비콘 ||| 정적 아이콘 에셋 ||| 탭·북마크 브랜드 표시
frontend/app/globals.css ||| Tailwind v4+shadcn 전역CSS·oklch 토큰·shimmer 스켈레톤 ||| 전역 디자인 토큰·테마 ||| 글로벌 스타일시트 ||| 일관 컬러·다크모드·로딩 연출
frontend/app/layout.tsx ||| 루트 레이아웃·Geist 폰트·메타·html lang=ko ||| 전 페이지 공통 골격 ||| 루트 레이아웃 ||| SEO 메타·폰트 적용
frontend/app/page.tsx ||| 랜딩(Hero+디바운스 검색 자동완성+데모3종목+다크토글) ||| 종목 검색 진입점 ||| 홈 화면 ||| /api/search로 종목 탐색→상세 이동
frontend/app/stock/[code]/page.tsx ||| 종목상세 메인(2355줄): overview/valuation/ai 3탭+재무 BS/IS/Sankey+밸류 6하위탭+실시간가·적정가배너·차트·주주도넛·건전성·RAG Q&A챗봇·DART뷰어 ||| 한 화면에 기업분석 전체 제공 ||| 핵심 종목상세 컨테이너 ||| 14개 API 병렬fetch로 풀대시보드 렌더
frontend/components.json ||| shadcn 설정(base-nova·RSC·lucide·@/별칭) ||| shadcn 컴포넌트 생성 규칙 ||| UI 도구 설정 ||| 일관 컴포넌트 스캐폴딩
frontend/components/candlestick-chart.tsx ||| lightweight-charts 단순 캔들차트(상승빨강/하락파랑) ||| 미니 주가 캔들 표시 ||| 경량 차트 컴포넌트 ||| 종목상세 요약 차트 렌더
frontend/components/full-chart.tsx ||| 본격 차트(캔들+거래량+MA+볼린저밴드·크로스헤어) ||| 전문 주가 차트 제공 ||| 풀기능 차트 컴포넌트 ||| HTS급 인터랙티브 차트 경험
frontend/components/ui/badge.tsx ||| base-ui Badge(cva 변형 6종) ||| 라벨·상태 뱃지 UI ||| shadcn Badge ||| 일관 뱃지 스타일
frontend/components/ui/button.tsx ||| base-ui Button(cva 변형·크기) ||| 버튼 UI 표준화 ||| shadcn Button ||| 일관 버튼 스타일
frontend/components/ui/card.tsx ||| Card 및 Header/Title/Content/Footer 컴포넌트군 ||| 카드 레이아웃 UI ||| shadcn Card ||| 콘텐츠 박스 일관 구성
frontend/components/ui/input.tsx ||| base-ui Input 래퍼(포커스·invalid·다크) ||| 입력 필드 UI 표준화 ||| shadcn Input ||| 일관 입력 폼 스타일
frontend/components/ui/skeleton.tsx ||| animate-pulse 스켈레톤 placeholder ||| 로딩 자리표시 UI ||| shadcn Skeleton ||| 데이터 로딩 중 골격 표시
frontend/components/ui/tabs.tsx ||| base-ui Tabs(Root/List/Trigger/Content) ||| 탭 네비게이션 UI ||| shadcn Tabs ||| 탭 전환 일관 동작
frontend/eslint.config.mjs ||| next core-web-vitals+typescript ESLint 설정 ||| 코드 품질·규칙 강제 ||| 린트 설정 ||| Next 권장 규칙 적용
frontend/next.config.ts ||| 빈 NextConfig(기본값) ||| Next 빌드 설정 자리 ||| 프레임워크 설정 ||| 기본 동작 유지
frontend/package-lock.json ||| 의존성 잠금 (에셋—미파싱) ||| 정확한 패키지 버전 고정 ||| npm 잠금파일 ||| 재현 가능한 설치
frontend/package.json ||| Next16/React19·lightweight-charts·recharts·tailwind4 의존성 ||| 프론트 의존성·실행 정의 ||| 프로젝트 매니페스트 ||| npm run dev/build 가동
frontend/postcss.config.mjs ||| @tailwindcss/postcss 플러그인 설정 ||| Tailwind v4 PostCSS 처리 ||| 빌드 설정 ||| CSS 빌드 파이프라인 구성
frontend/public/file.svg ||| 파일 아이콘 (에셋—미파싱) ||| UI 아이콘 자산 ||| 정적 SVG ||| 화면 아이콘 표시
frontend/public/globe.svg ||| 지구본 아이콘 (에셋—미파싱) ||| UI 아이콘 자산 ||| 정적 SVG ||| 화면 아이콘 표시
frontend/public/next.svg ||| Next.js 로고 (에셋—미파싱) ||| 브랜드 로고 자산 ||| 정적 SVG ||| 기본 템플릿 로고
frontend/public/vercel.svg ||| Vercel 로고 (에셋—미파싱) ||| 브랜드 로고 자산 ||| 정적 SVG ||| 기본 템플릿 로고
frontend/public/window.svg ||| 창 아이콘 (에셋—미파싱) ||| UI 아이콘 자산 ||| 정적 SVG ||| 화면 아이콘 표시
frontend/tsconfig.json ||| TS 설정(strict·bundler·@/* 별칭·next 플러그인) ||| 타입스크립트 컴파일 규칙 ||| TS 설정 ||| 타입체크·경로별칭 지원
outputs/chart_prototype.html ||| lightweight-charts 주가차트 프로토타입(검색바·다크) ||| 주가 차트 UI 시제품 ||| 캔들차트·검색 화면 ||| 차트 구현 검증
outputs/인수인계서_2026-05-19.txt ||| 5/19 OHLCV수집 등 Task1·2·3 진행 인계 ||| 재무파트 작업 인계 ||| build_ohlcv 등 상태 기록 ||| 작업 연속성 확보
scripts/make_wbs_v3.py ||| openpyxl로 WBS v3 엑셀 생성 스크립트 ||| WBS 스프레드시트 자동 생성 ||| 색상·스타일·행 작성 코드 ||| WBS 산출 자동화
scripts/md_to_docx.py ||| 마크다운→Word 변환기(한글폰트 지원) ||| md 문서 docx 변환 ||| 폰트·표·런 처리 코드 ||| 문서 배포본 자동 생성
ui_share/README.md ||| 밸류에이션 프론트 검증 패키지 안내(API계약·스키마) ||| UI 검증 패키지 가이드 ||| 파일·검증법·ui_payload 스키마 ||| 프론트 독립 검증 지원
ui_share/index.html ||| 밸류에이션 운영 UI(/api/evaluate 연동·Chart.js) ||| 가치평가 대시보드 운영 화면 ||| 검색·진단·시나리오 UI ||| 실데이터 가치평가 표시
ui_share/index_standalone.html ||| 3종목 내장 오프라인 밸류에이션 UI(백엔드 불필요) ||| 백엔드 없이 UI 검증 ||| 동일 화면+샘플데이터 내장 ||| 더블클릭 즉시 검증
개발환경_통합/.env.template ||| DART/ECOS/OpenAI/MySQL/Mongo 키 템플릿 ||| 환경변수 설정 템플릿 ||| API키·DB접속 항목 정의 ||| 팀 환경 일관 구축
개발환경_통합/mermaid_erd_prompt.md ||| ERD 작성 프롬프트(deliverables_docs 동일본) ||| ERD 생성 프롬프트 사본 ||| 테이블 정의 프롬프트 ||| ERD 산출(통합폴더 배포)
개발환경_통합/requirements.txt ||| WACC수집용 파이썬 의존성(streamlit·pandas) ||| 파이썬 패키지 명세 ||| 버전 상한·셋업 주석 ||| 환경 재현성 보장
개발환경_통합/start.bat ||| FastAPI:8000+Next.js:3000 원클릭 기동 배치 ||| 데모 환경 일괄 실행 ||| 서버 기동·브라우저 오픈 ||| 시연 준비 자동화
개발환경_통합/시스템아키텍쳐_최종.html ||| 시스템 아키텍처 다이어그램(통합폴더 사본) ||| 구조 시각화 사본 ||| 계층 다이어그램 ||| 팀 배포용 아키텍처 공유
개발환경_통합/팀원_개발환경통합_CLAUDECODE_인수인계서.txt ||| 클론~data~.env~가상환경 자동구축 다단계 지침 ||| 팀원 환경 통합 구축 인계 ||| STEP별 셋업 절차 ||| 동일 개발환경 자동 재현
개발환경_통합/휘주님_MongoDB_환경구축_가이드.md ||| Mongo Atlas 연결+적재+TLS·폴백 가이드 ||| 특정 팀원 Mongo 환경 구축 ||| 4단계 셋업·장애대응 ||| 히스토리 적재 환경 재현
브리핑정리/result_charts/01_phase_scores.png ||| Phase A~D 점수 막대차트 (바이너리—미파싱) ||| 품질 차원별 점수 시각화 ||| 평가 Phase 점수 그래프 ||| 품질 분석 발표
브리핑정리/result_charts/02_adopt_ratio.png ||| 1pass/2pass 채택비율 차트 (바이너리—미파싱) ||| best-of-two 채택 시각화 ||| 모델별 채택 비율 그래프 ||| 재생성 효과 입증
브리핑정리/result_charts/03_sector_scores.png ||| 섹터별 품질점수 차트 (바이너리—미파싱) ||| 섹터별 품질 시각화 ||| 섹터 점수 비교 그래프 ||| 약점 섹터 식별
브리핑정리/result_charts/04_score_histogram.png ||| 점수 분포 히스토그램 (바이너리—미파싱) ||| 전체 품질 분포 시각화 ||| overall_score 분포 그래프 ||| 품질 분포 파악
브리핑정리/result_report.md ||| 2,526종목 브리핑 생성결과(평균77.1점·파이프라인·한계) ||| 브리핑 생성 성과 보고 ||| 채택률·Phase·섹터·스키마 정리 ||| 브리핑 품질 종합 보고
기업개요_파트/재무정보/README.md ||| 빈 파일(0바이트) ||| 재무정보 폴더 개요 자리 ||| 플레이스홀더 ||| 현재 내용 없음
기업개요_파트/재무정보/batch_save.py ||| 2,596개 기업 JSONL+DART 사전추출→JSON 캐시 ||| 화면 표시 속도 향상 배치 ||| 캐시 생성기 ||| 전종목 일괄 캐싱(corp_code 연동 일부 TODO)
기업개요_파트/재무정보/build_corp_code_map.py ||| DART corpCode.xml+JSONL 매칭→corp_code_map.json ||| 종목↔corp_code↔기업명 매핑 ||| 매핑테이블 빌더+조회 유틸 ||| 자동완성·corp_code 조회 기반 제공
기업개요_파트/재무정보/build_extras.py ||| DART API로 주주·임원·공시·재무상세 수집→parsed/{code} ||| Tab1 보조 데이터 수집 ||| 4종 DART 엔드포인트 수집기 ||| 종목별 주주/경영인/공시/3년치 재무 산출
기업개요_파트/재무정보/build_ohlcv.py ||| pykrx로 OHLCV 수집(연도청크+증분)→ohlcv.json ||| 주가 차트용 시계열 확보 ||| OHLCV 수집기 ||| 상장일~현재 일봉·증분 갱신
기업개요_파트/재무정보/build_overview.py ||| 종목/기업명→company_info+financials.json ||| 기업개요+3개년 재무 핵심지표 생성 ||| 전종목 개요/재무 빌더 ||| DART개요+JSONL재무 결합·부채비율 계산
기업개요_파트/재무정보/generate_report.py ||| aggregate→build_html로 단일기업 리포트 HTML ||| POC 기업 리포트 생성 진입점 ||| HTML 리포트 CLI ||| outputs/{code}_리포트.html 생성
기업개요_파트/재무정보/make_excalidraw.py ||| FILMN9 7계층 아키텍처 Excalidraw JSON 생성 ||| 전체 시스템 구조 시각화 ||| 다이어그램 생성기 ||| import용 레이어/박스/화살표 도식
기업개요_파트/재무정보/make_roadmap.py ||| reportlab으로 개발로드맵 PDF(6 Phase) ||| 진행현황 문서화 ||| 로드맵 PDF 빌더 ||| 데이터흐름·컴포넌트맵 PDF 산출
기업개요_파트/재무정보/notebooks/test_collection.py ||| VEDA 수집(DART+ECOS+Beta+ERP/SRP) 통합 테스트 ||| 밸류에이션 수집 검증 ||| 통합 테스트 러너 ||| WACC 재료 산출→test_result.json
기업개요_파트/재무정보/src/app_config.py ||| 경로·DART키·SECTION·캐시TTL·색상 전역 설정 ||| 앱 전역 상수 단일 관리 ||| 설정 모듈 ||| .env 로드+JSONL 섹션경로 매핑
기업개요_파트/재무정보/src/calculators/beta_calculator.py ||| yfinance 회귀로 Raw/Adjusted β·Hamada β_U ||| WACC용 베타 산출 ||| 베타 계산기 ||| 5년월간·2년주간 비교·언레버/리레버
기업개요_파트/재무정보/src/calculators/wacc_constants.py ||| 한공회 ERP(8%)·시총별 SRP 테이블 상수 ||| WACC 시장/규모 프리미엄 제공 ||| 상수 테이블 모듈 ||| 시총→SRP 5분위 매핑
기업개요_파트/재무정보/src/collectors/__init__.py ||| 빈 파일(패키지 마커) ||| collectors 패키지 선언 ||| 패키지 init ||| import 가능하게 함
기업개요_파트/재무정보/src/collectors/dart_api_collector.py ||| DART company/majorstock/list.json→개요·주주·공시 ||| Tab1 기업정보 카드 수집 ||| DART API 클라이언트 ||| 도넛/공시목록용 정형 데이터 반환
기업개요_파트/재무정보/src/collectors/dart_collector.py ||| DART 재무제표로 IBD/NOA/EBIT/FCFF/멀티플 수집 ||| VEDA 밸류에이션 재료 수집 ||| DART 재무 수집기 ||| 시총·세율·FCFF·EV배수 일괄 산출
기업개요_파트/재무정보/src/collectors/ecos_collector.py ||| 한국은행 ECOS로 국고채(1/3/5/10Y) Rf 조회 ||| 무위험이자율 수집 ||| ECOS 수집기 ||| 직전 5일 폴백·10Y 기본
기업개요_파트/재무정보/src/collectors/jsonl_loader.py ||| JSONL 섹션 필터+테이블 청크 병합 ||| 사업보고서 청크→표 텍스트 로드 ||| JSONL 로더 ||| SECTION키 섹션별 병합표 반환
기업개요_파트/재무정보/src/collectors/kofia_collector.py ||| KOFIABOND CSV에서 신용등급별 Kd 추출 ||| 타인자본비용(Kd) 수집 ||| KOFIA CSV 파서 ||| 등급·만기 매칭 회사채 수익률 반환
기업개요_파트/재무정보/src/collectors/naver_scraper.py ||| 네이버증권 스크래핑(yfinance 폴백) 외국인보유율 ||| 외국인 지분 정보 수집 ||| 네이버 스크래퍼 ||| 실패시 yfinance 기관비율 대체
기업개요_파트/재무정보/src/collectors/yfinance_collector.py ||| yfinance로 현재가·지표·기간별 OHLCV ||| 주가 헤더/차트 데이터 확보 ||| yfinance 수집기 ||| PER/PBR·52주·KST 시각 정형화
기업개요_파트/재무정보/src/components/__init__.py ||| 빈 파일(패키지 마커) ||| components 패키지 선언 ||| 패키지 init ||| import 가능하게 함
기업개요_파트/재무정보/src/components/html_builder.py ||| aggregate→Plotly 차트 포함 단일 HTML 생성 ||| 기업 리포트 화면 렌더링 ||| HTML/CSS/JS 빌더 ||| 헤더·차트·재무·주주·임원·공시 조립
기업개요_파트/재무정보/src/processors/__init__.py ||| 빈 파일(패키지 마커) ||| processors 패키지 선언 ||| 패키지 init ||| import 가능하게 함
기업개요_파트/재무정보/src/processors/data_aggregator.py ||| 모든 수집/처리 결과를 단일 dict로 통합 ||| 리포트 생성용 데이터 일원화 ||| 데이터 집계기 ||| aggregate() 한 번으로 결합
기업개요_파트/재무정보/src/processors/financial_parser.py ||| 마크다운 표→DataFrame(하이라이트·상세·임원) ||| JSONL 사업보고서 재무 파싱 ||| 재무 파서 ||| 기수→연도·원→백만원·연결분리
